Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpYes,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal
"? 54,058.00",No,Yes,56,? 198.00,? 18.00,? 252.00,? 32.00,? 108.00,? 54.00,2,4,6,8,3,No,No,No,No,No,No,No,44,2549,No,No,No,Yes,No,No,No,Yes,No,No,? 608.00
"? 24,683.00",Yes,No,98,? 8.00,? 4.00,? 10.00,? 6.00,? 7.00,? 6.00,2,2,0,4,5,No,No,No,No,No,No,No,30,2272,No,Yes,No,No,No,Yes,No,No,No,No,? 35.00
"? 85,620.00",No,No,68,? 416.00,? 46.00,? 925.00,? 60.00,? 107.00,? 46.00,1,3,6,4,1,No,No,No,No,No,No,Yes,56,2332,No,No,No,No,Yes,No,No,Yes,No,No,"? 1,554.00"
"? 47,850.00",Yes,No,72,? 42.00,? 7.00,? 43.00,? 20.00,? 12.00,? 10.00,1,3,0,4,6,No,No,No,No,No,No,No,40,2367,No,Yes,No,No,No,No,No,Yes,No,No,? 124.00
"? 19,514.00",Yes,Yes,47,? 14.00,? 3.00,? 21.00,? 2.00,? 1.00,? 28.00,4,3,1,2,8,Yes,No,No,No,No,No,Yes,52,2313,No,Yes,No,No,No,No,No,Yes,No,No,? 41.00
"? 27,159.00",Yes,Yes,33,? 17.00,? 0.00,? 3.00,? 0.00,? 0.00,? 1.00,2,1,0,3,6,No,No,No,No,No,No,No,47,2251,No,Yes,No,No,No,No,No,No,Yes,No,? 20.00
"? 39,548.00",Yes,Yes,87,? 15.00,? 4.00,? 10.00,? 3.00,? 4.00,? 18.00,2,1,1,3,3,No,No,No,No,No,No,No,57,2249,No,No,Yes,No,No,Yes,No,No,No,No,? 36.00
"? 21,474.00",Yes,No,0,? 6.00,? 16.00,? 24.00,? 11.00,? 0.00,? 34.00,2,3,1,2,7,Yes,No,No,No,No,No,Yes,31,2241,No,No,Yes,No,No,No,No,Yes,No,No,? 57.00
"? 60,504.00",No,Yes,73,? 458.00,? 0.00,? 24.00,? 6.00,? 4.00,? 34.00,2,6,2,8,6,No,No,No,No,No,No,No,49,2301,No,No,Yes,No,No,No,No,No,No,Yes,? 492.00
"? 22,419.00",No,No,74,? 30.00,? 3.00,? 47.00,? 19.00,? 21.00,? 42.00,1,3,2,2,8,No,No,No,No,No,No,No,57,2596,No,Yes,No,No,No,No,No,Yes,No,No,? 120.00
"? 81,698.00",No,No,4,? 179.00,? 28.00,? 520.00,? 111.00,? 123.00,? 47.00,1,3,8,13,1,No,No,No,No,No,No,Yes,71,2394,No,Yes,No,No,No,No,No,No,Yes,No,? 961.00
"? 43,462.00",Yes,Yes,50,? 90.00,? 17.00,? 97.00,? 15.00,? 6.00,? 15.00,6,4,1,5,8,No,No,No,No,No,No,No,68,2814,No,No,No,Yes,No,No,No,Yes,No,No,? 225.00
"? 54,880.00",Yes,No,57,? 308.00,? 85.00,? 137.00,? 102.00,? 45.00,? 118.00,2,6,2,11,5,No,No,No,No,No,No,No,42,2644,No,No,Yes,No,No,No,No,No,No,Yes,? 677.00
"? 79,908.00",No,No,30,? 557.00,? 129.00,? 761.00,? 29.00,? 185.00,? 111.00,1,5,6,7,2,No,No,Yes,No,No,No,No,38,2609,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,661.00"
"? 15,315.00",No,No,27,? 7.00,? 4.00,? 13.00,? 15.00,? 8.00,? 17.00,2,2,0,4,5,No,No,No,No,No,No,No,50,2489,No,Yes,No,No,No,Yes,No,No,No,No,? 47.00
"? 87,771.00",No,Yes,61,"? 1,492.00",? 38.00,? 287.00,? 50.00,? 57.00,? 33.00,1,5,10,4,6,No,Yes,Yes,Yes,Yes,No,Yes,61,2562,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,924.00"
"? 33,039.00",Yes,No,4,? 30.00,? 8.00,? 12.00,? 8.00,? 8.00,? 12.00,1,2,0,4,5,No,No,No,No,No,No,No,42,2452,No,Yes,No,No,No,No,No,Yes,No,No,? 66.00
"? 81,741.00",No,No,75,? 249.00,? 153.00,? 940.00,? 58.00,? 134.00,? 38.00,0,6,6,7,2,No,No,No,No,No,No,No,40,2537,No,No,Yes,No,No,No,No,Yes,No,No,"? 1,534.00"
"? 71,499.00",No,Yes,12,? 465.00,? 25.00,? 132.00,? 136.00,? 0.00,? 37.00,2,8,3,13,4,No,No,No,No,No,No,No,49,2528,No,No,No,Yes,No,No,No,No,Yes,No,? 758.00
"? 62,466.00",No,Yes,13,? 129.00,? 129.00,? 259.00,? 168.00,? 121.00,? 83.00,5,6,3,12,4,No,No,No,No,No,No,No,50,2324,No,Yes,No,No,No,Yes,No,No,No,No,? 806.00
"? 48,799.00",No,Yes,9,? 174.00,? 18.00,? 81.00,? 28.00,? 6.00,? 24.00,3,3,2,7,3,No,No,No,No,No,No,No,57,2395,Yes,No,No,No,No,No,No,No,No,Yes,? 307.00
"? 52,157.00",No,Yes,48,? 189.00,? 2.00,? 29.00,? 3.00,? 2.00,? 40.00,2,3,2,5,4,No,No,No,No,No,No,No,70,2181,No,No,No,Yes,No,No,No,No,No,Yes,? 225.00
"? 66,565.00",No,Yes,80,? 747.00,? 10.00,? 161.00,? 65.00,? 40.00,? 42.00,4,4,2,9,8,No,No,No,No,No,No,No,58,2730,No,No,Yes,No,No,No,No,Yes,No,No,"? 1,023.00"
"? 29,298.00",Yes,Yes,60,? 6.00,? 0.00,? 2.00,? 2.00,? 0.00,? 1.00,1,1,0,2,5,No,No,No,No,No,No,No,69,2454,No,No,No,Yes,No,No,No,No,Yes,No,? 10.00
"? 47,691.00",No,Yes,43,? 14.00,? 0.00,? 3.00,? 0.00,? 0.00,? 4.00,1,1,0,2,6,No,No,No,No,No,No,No,41,2518,No,No,Yes,No,No,No,No,Yes,No,No,? 17.00
"? 38,200.00",Yes,Yes,19,? 12.00,? 0.00,? 4.00,? 0.00,? 0.00,? 1.00,1,1,0,2,7,No,No,No,No,No,No,No,50,2728,No,No,No,Yes,No,No,No,Yes,No,No,? 16.00
"? 44,989.00",No,Yes,26,? 98.00,? 0.00,? 106.00,? 49.00,? 10.00,? 106.00,5,5,1,5,6,No,No,No,No,No,No,No,46,2814,No,Yes,No,No,No,No,No,Yes,No,No,? 263.00
"? 38,443.00",Yes,Yes,58,? 32.00,? 0.00,? 5.00,? 0.00,? 0.00,? 1.00,2,1,0,3,7,No,No,No,No,No,No,No,52,2312,No,Yes,No,No,No,No,No,No,No,Yes,? 37.00
"? 38,593.00",Yes,No,42,? 51.00,? 12.00,? 49.00,? 17.00,? 24.00,? 24.00,3,4,1,3,8,No,No,No,No,No,No,No,42,2448,No,No,Yes,No,No,Yes,No,No,No,No,? 153.00
"? 64,413.00",No,Yes,27,? 200.00,? 5.00,? 44.00,? 0.00,? 10.00,? 20.00,1,5,1,5,5,No,No,No,No,No,No,No,50,2491,No,No,No,Yes,No,No,No,No,No,Yes,? 259.00
"? 36,959.00",Yes,No,56,? 25.00,? 6.00,? 25.00,? 6.00,? 0.00,? 0.00,2,2,0,3,8,No,No,No,No,No,No,No,39,2429,No,Yes,No,No,No,No,No,No,Yes,No,? 62.00
"? 61,996.00",No,Yes,27,"? 1,050.00",? 12.00,? 144.00,? 0.00,? 0.00,? 24.00,3,6,4,8,5,No,Yes,No,Yes,Yes,No,Yes,43,2673,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,206.00"
"? 51,287.00",Yes,Yes,10,? 117.00,? 0.00,? 22.00,? 13.00,? 0.00,? 30.00,3,4,1,3,7,No,No,No,No,No,No,No,52,2248,No,Yes,No,No,No,No,No,Yes,No,No,? 152.00
"? 13,260.00",Yes,Yes,48,? 9.00,? 4.00,? 17.00,? 10.00,? 2.00,? 7.00,4,3,0,3,8,No,No,No,No,No,No,No,50,2469,No,Yes,No,No,No,No,No,Yes,No,No,? 42.00
"? 47,472.00",Yes,Yes,39,? 56.00,? 0.00,? 11.00,? 0.00,? 0.00,? 8.00,2,2,0,4,5,No,No,No,No,No,No,No,54,2445,No,No,No,Yes,No,No,No,No,No,Yes,? 67.00
"? 54,603.00",Yes,Yes,85,? 145.00,? 13.00,? 46.00,? 17.00,? 2.00,? 4.00,6,4,2,4,7,No,No,No,No,No,No,No,64,2514,No,No,No,Yes,No,No,No,No,Yes,No,? 223.00
"? 45,207.00",Yes,Yes,64,? 203.00,? 0.00,? 10.00,? 0.00,? 0.00,? 2.00,5,3,1,6,6,No,Yes,No,No,No,No,No,46,2755,No,Yes,No,No,No,No,No,No,No,Yes,? 213.00
"? 40,689.00",No,Yes,69,? 270.00,? 3.00,? 27.00,? 39.00,? 6.00,? 99.00,7,7,1,5,8,No,No,No,No,No,No,No,69,2627,No,No,No,Yes,No,No,No,Yes,No,No,? 345.00
"? 47,821.00",Yes,Yes,54,? 9.00,? 0.00,? 16.00,? 6.00,? 6.00,? 10.00,1,1,0,3,8,No,No,No,No,No,No,No,53,2411,No,No,No,Yes,No,Yes,No,No,No,No,? 37.00
"? 27,450.00",No,No,57,? 37.00,? 12.00,? 23.00,? 8.00,? 11.00,? 52.00,1,2,1,3,7,No,No,No,No,No,No,No,69,2599,No,Yes,No,No,No,No,No,No,Yes,No,? 91.00
"? 39,453.00",Yes,No,64,? 46.00,? 0.00,? 7.00,? 0.00,? 0.00,? 2.00,2,2,0,3,6,No,No,No,No,No,No,No,37,2246,No,No,No,Yes,No,No,No,Yes,No,No,? 53.00
"? 26,850.00",Yes,Yes,10,? 31.00,? 1.00,? 13.00,? 7.00,? 2.00,? 9.00,4,2,1,4,4,No,No,No,No,No,No,No,49,2231,No,No,No,Yes,No,Yes,No,No,No,No,? 54.00
"? 79,800.00",No,No,65,"? 1,060.00",? 21.00,? 530.00,? 32.00,? 0.00,? 224.00,1,5,11,5,3,Yes,No,Yes,Yes,No,No,Yes,65,2803,No,No,No,No,Yes,No,No,Yes,No,No,"? 1,643.00"
"? 61,794.00",No,Yes,74,? 264.00,? 47.00,? 188.00,? 54.00,? 47.00,? 11.00,2,4,4,10,2,No,No,No,No,No,No,No,59,2447,No,Yes,No,No,No,No,No,No,Yes,No,? 600.00
"? 53,863.00",No,Yes,4,? 399.00,? 4.00,? 30.00,? 6.00,? 4.00,? 30.00,3,7,1,7,7,No,Yes,No,No,No,No,No,65,2202,No,No,No,Yes,No,No,No,Yes,No,No,? 443.00
"? 24,221.00",No,No,94,? 8.00,? 9.00,? 9.00,? 2.00,? 5.00,? 22.00,1,1,1,3,4,No,No,No,No,No,No,No,61,2472,No,No,No,Yes,No,No,No,Yes,No,No,? 33.00
"? 39,684.00",Yes,No,41,? 19.00,? 0.00,? 35.00,? 6.00,? 4.00,? 17.00,2,2,1,2,7,No,No,No,No,No,Yes,Yes,36,2784,No,No,Yes,No,No,No,No,No,No,Yes,? 64.00
"? 92,163.00",No,No,25,? 817.00,? 183.00,? 797.00,? 106.00,? 163.00,? 20.00,0,5,11,5,2,No,No,Yes,Yes,No,No,Yes,45,2723,No,Yes,No,No,No,No,No,No,Yes,No,"? 2,066.00"
"? 69,882.00",No,No,94,? 292.00,? 127.00,? 635.00,? 132.00,? 127.00,? 165.00,1,3,7,9,1,No,No,No,No,No,No,No,55,2390,No,No,Yes,No,No,No,No,No,Yes,No,"? 1,313.00"
"? 33,178.00",Yes,No,9,? 12.00,? 6.00,? 2.00,? 11.00,? 2.00,? 16.00,1,1,0,3,4,No,No,No,No,No,No,No,43,2309,No,No,No,Yes,No,No,No,Yes,No,No,? 33.00
"? 59,973.00",No,No,47,? 130.00,? 30.00,? 168.00,? 20.00,? 34.00,? 0.00,1,3,4,7,1,No,No,No,No,No,No,No,48,2450,No,Yes,No,No,No,No,No,No,No,Yes,? 382.00
"? 17,459.00",Yes,No,12,? 6.00,? 4.00,? 16.00,? 3.00,? 10.00,? 30.00,3,3,1,2,7,No,No,No,No,No,No,Yes,45,2442,No,No,No,Yes,No,No,No,No,Yes,No,? 39.00
"? 23,910.00",Yes,No,80,? 16.00,? 12.00,? 18.00,? 7.00,? 1.00,? 13.00,1,2,0,3,7,No,No,No,No,No,No,No,51,2770,Yes,No,No,No,No,No,No,Yes,No,No,? 54.00
"? 42,169.00",Yes,Yes,20,? 19.00,? 0.00,? 9.00,? 0.00,? 0.00,? 2.00,2,1,0,3,8,No,No,No,No,No,No,No,51,2412,No,Yes,No,No,No,No,No,No,Yes,No,? 28.00
"? 26,224.00",Yes,No,39,? 4.00,? 7.00,? 15.00,? 13.00,? 9.00,? 15.00,3,2,1,3,6,No,No,No,No,No,No,No,42,2549,No,Yes,No,No,No,Yes,No,No,No,No,? 48.00
"? 31,089.00",Yes,No,57,? 31.00,? 3.00,? 31.00,? 2.00,? 8.00,? 4.00,3,3,0,4,8,No,No,No,No,No,No,No,39,2840,No,No,No,Yes,No,No,No,Yes,No,No,? 75.00
"? 30,081.00",No,Yes,27,? 36.00,? 0.00,? 2.00,? 0.00,? 0.00,? 4.00,1,1,0,3,7,No,No,No,No,No,No,No,59,2652,No,No,Yes,No,No,No,No,Yes,No,No,? 38.00
"? 62,807.00",No,Yes,83,? 526.00,? 28.00,? 135.00,? 10.00,? 21.00,? 99.00,3,5,3,12,5,No,No,No,No,No,No,No,60,2826,No,No,No,Yes,No,No,No,Yes,No,No,? 720.00
"? 72,906.00",No,No,79,? 400.00,? 32.00,? 519.00,? 71.00,? 75.00,? 54.00,1,3,4,9,1,No,No,No,No,No,No,No,65,2444,No,No,Yes,No,No,No,No,Yes,No,No,"? 1,097.00"
"? 61,467.00",No,Yes,69,? 410.00,? 16.00,? 114.00,? 0.00,? 5.00,? 49.00,3,5,2,10,5,No,No,No,No,No,No,No,72,2726,No,Yes,No,No,No,No,No,No,No,Yes,? 545.00
"? 49,618.00",Yes,Yes,77,? 80.00,? 3.00,? 26.00,? 4.00,? 2.00,? 14.00,4,3,1,3,7,No,No,No,No,No,No,No,54,2678,No,No,No,Yes,No,No,No,No,Yes,No,? 115.00
"? 21,888.00",Yes,No,15,? 88.00,? 10.00,? 46.00,? 2.00,? 3.00,? 64.00,4,5,1,2,10,No,No,No,No,No,No,Yes,34,2706,No,No,Yes,No,No,No,No,No,Yes,No,? 149.00
"? 42,429.00",No,Yes,99,? 55.00,? 0.00,? 6.00,? 2.00,? 0.00,? 4.00,2,1,1,3,5,No,No,No,No,No,No,No,47,2297,No,No,No,No,Yes,No,No,Yes,No,No,? 63.00
"? 26,150.00",Yes,Yes,61,? 5.00,? 1.00,? 13.00,? 3.00,? 5.00,? 1.00,1,1,0,3,7,No,No,No,No,No,No,No,64,2634,Yes,No,No,No,No,No,No,Yes,No,No,? 27.00
"? 30,801.00",No,Yes,23,? 8.00,? 4.00,? 5.00,? 15.00,? 2.00,? 11.00,2,1,0,3,7,No,No,No,No,No,No,No,45,2770,No,Yes,No,No,No,No,Yes,No,No,No,? 34.00
"? 81,168.00",No,No,84,? 410.00,? 0.00,? 592.00,? 147.00,? 22.00,? 22.00,1,6,4,7,3,No,No,No,Yes,No,No,No,55,2212,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,171.00"
"? 26,877.00",No,No,74,? 101.00,? 13.00,? 76.00,? 20.00,? 18.00,? 40.00,2,3,1,6,6,No,No,No,No,No,No,No,51,2473,No,No,Yes,No,No,No,No,No,Yes,No,? 228.00
"? 45,006.00",No,No,90,? 162.00,? 25.00,? 53.00,? 16.00,? 0.00,? 10.00,1,3,1,7,3,No,No,No,No,No,No,No,76,2505,No,No,No,No,Yes,No,No,No,Yes,No,? 256.00
"? 18,978.00",Yes,No,41,? 2.00,? 8.00,? 1.00,? 4.00,? 7.00,? 15.00,1,1,0,3,8,No,No,No,No,No,No,No,47,2724,No,Yes,No,No,No,No,Yes,No,No,No,? 22.00
"? 22,574.00",Yes,Yes,28,? 25.00,? 0.00,? 8.00,? 2.00,? 0.00,? 2.00,2,2,0,3,7,No,No,No,No,No,No,No,53,2403,No,Yes,No,No,No,No,No,Yes,No,No,? 35.00
"? 48,240.00",No,No,73,? 389.00,? 91.00,? 248.00,? 64.00,? 49.00,? 41.00,3,6,3,13,5,No,No,No,No,No,No,Yes,51,2756,No,No,Yes,No,No,No,No,No,No,Yes,? 841.00
"? 45,837.00",Yes,Yes,88,? 215.00,? 13.00,? 87.00,? 17.00,? 17.00,? 24.00,5,6,2,5,7,No,No,No,No,No,No,No,46,2497,No,Yes,No,No,No,No,No,Yes,No,No,? 349.00
"? 35,791.00",Yes,Yes,94,? 27.00,? 0.00,? 5.00,? 0.00,? 0.00,? 3.00,2,1,0,3,8,No,No,No,No,No,No,No,55,2578,No,No,Yes,No,No,No,No,No,Yes,No,? 32.00
"? 54,162.00",Yes,Yes,31,? 5.00,? 6.00,? 10.00,? 6.00,? 5.00,? 10.00,1,1,0,3,4,No,No,No,No,No,No,No,42,2627,No,No,No,No,Yes,No,No,Yes,No,No,? 32.00
"? 30,522.00",No,Yes,6,? 179.00,? 8.00,? 83.00,? 19.00,? 11.00,? 26.00,5,1,2,9,2,No,No,No,No,No,No,No,60,2840,No,Yes,No,No,No,No,No,No,Yes,No,? 300.00
"? 54,456.00",No,Yes,23,? 352.00,? 0.00,? 27.00,? 10.00,? 0.00,? 15.00,3,6,1,7,6,No,No,No,No,No,No,No,59,2512,No,Yes,No,No,No,No,No,No,No,Yes,? 389.00
"? 31,632.00",No,No,92,? 17.00,? 8.00,? 12.00,? 11.00,? 15.00,? 32.00,1,2,1,2,7,No,No,No,No,No,No,No,49,2509,No,No,Yes,No,No,No,No,Yes,No,No,? 63.00
"? 72,298.00",No,No,52,? 625.00,? 35.00,? 169.00,? 58.00,? 17.00,? 35.00,1,4,3,6,1,No,Yes,Yes,No,No,No,No,71,2270,No,No,No,No,Yes,No,No,Yes,No,No,? 904.00
"? 36,975.00",Yes,No,50,? 10.00,? 6.00,? 11.00,? 0.00,? 4.00,? 2.00,1,1,0,3,7,No,No,No,No,No,No,No,42,2342,No,No,Yes,No,No,Yes,No,No,No,No,? 31.00
"? 72,635.00",No,No,54,? 390.00,? 22.00,? 323.00,? 104.00,? 35.00,? 107.00,1,6,8,6,3,No,No,No,Yes,No,No,No,65,2550,No,Yes,No,No,No,Yes,No,No,No,No,? 874.00
"? 13,624.00",Yes,No,93,? 10.00,? 2.00,? 15.00,? 2.00,? 1.00,? 6.00,2,2,0,3,6,No,No,No,No,No,No,No,44,2684,No,Yes,No,No,No,No,No,Yes,No,No,? 30.00
"? 84,196.00",No,Yes,56,? 215.00,? 63.00,? 507.00,? 231.00,? 31.00,? 190.00,1,8,4,7,3,No,No,No,No,No,No,No,45,2550,No,No,Yes,No,No,No,No,Yes,No,No,"? 1,047.00"
"? 70,971.00",No,Yes,28,"? 1,001.00",? 17.00,? 572.00,? 93.00,? 125.00,? 17.00,7,11,11,5,7,No,No,No,No,No,No,Yes,60,2805,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,808.00"
"? 34,487.00",Yes,Yes,94,? 19.00,? 18.00,? 33.00,? 24.00,? 1.00,? 8.00,3,3,0,3,9,No,No,No,No,No,No,No,43,2820,Yes,No,No,No,No,No,No,No,No,Yes,? 95.00
"? 28,769.00",Yes,No,76,? 41.00,? 5.00,? 129.00,? 10.00,? 3.00,? 3.00,3,4,1,4,9,No,No,No,No,No,No,No,43,2717,No,No,Yes,No,No,No,No,Yes,No,No,? 188.00
"? 69,084.00",Yes,No,43,"? 1,181.00",? 107.00,? 199.00,? 39.00,? 30.00,? 30.00,2,7,3,13,8,No,No,No,No,No,No,No,50,2381,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,556.00"
"? 65,488.00",No,No,46,? 603.00,? 45.00,? 207.00,? 36.00,? 18.00,? 54.00,1,3,4,6,1,No,No,No,No,No,No,No,62,2175,No,No,No,Yes,No,No,No,No,No,Yes,? 909.00
"? 62,466.00",No,Yes,13,? 129.00,? 129.00,? 259.00,? 168.00,? 121.00,? 83.00,5,6,3,12,4,No,No,No,No,No,No,No,50,2324,No,Yes,No,No,No,Yes,No,No,No,No,? 806.00
"? 32,218.00",No,No,27,? 10.00,? 24.00,? 15.00,? 13.00,? 1.00,? 30.00,1,2,1,3,7,Yes,No,No,No,No,No,Yes,60,2293,No,No,Yes,No,No,Yes,No,No,No,No,? 63.00
"? 83,917.00",No,No,12,? 514.00,? 22.00,? 732.00,? 42.00,? 198.00,? 79.00,1,6,7,7,3,No,No,No,No,No,No,Yes,47,2596,No,No,Yes,No,No,No,No,Yes,No,No,"? 1,508.00"
"? 46,102.00",Yes,Yes,3,? 14.00,? 0.00,? 1.00,? 0.00,? 0.00,? 1.00,1,1,0,2,7,No,No,No,No,No,No,No,58,2270,Yes,No,No,No,No,No,No,Yes,No,No,? 15.00
"? 84,574.00",No,No,72,? 387.00,? 20.00,? 713.00,? 38.00,? 54.00,? 163.00,1,9,11,11,5,No,No,No,No,No,No,No,68,2549,No,No,Yes,No,No,No,No,Yes,No,No,"? 1,212.00"
"? 56,181.00",No,Yes,6,? 121.00,? 103.00,? 69.00,? 8.00,? 44.00,? 48.00,1,4,2,7,4,No,No,No,No,No,No,No,58,2696,No,Yes,No,No,No,No,No,Yes,No,No,? 345.00
"? 63,120.00",No,Yes,53,? 965.00,? 69.00,? 279.00,? 54.00,? 41.00,? 69.00,5,8,4,9,7,No,No,No,No,No,No,Yes,70,2798,Yes,No,No,No,No,No,No,No,Yes,No,"? 1,408.00"
"? 73,691.00",No,Yes,58,? 707.00,? 21.00,? 250.00,? 85.00,? 43.00,? 73.00,2,6,2,8,2,Yes,No,No,No,No,No,No,49,2394,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,106.00"
"? 63,381.00",No,Yes,78,? 571.00,? 50.00,? 142.00,? 33.00,? 50.00,? 159.00,4,4,5,13,2,No,No,No,No,No,No,No,60,2791,No,No,No,Yes,No,No,No,Yes,No,No,? 846.00
"? 76,140.00",No,No,57,? 586.00,? 66.00,? 653.00,? 17.00,? 0.00,? 26.00,1,5,9,6,2,No,No,No,No,No,No,No,72,2206,No,No,No,Yes,No,No,No,No,No,Yes,"? 1,322.00"
"? 62,859.00",No,Yes,37,"? 1,063.00",? 89.00,? 102.00,? 16.00,? 12.00,? 25.00,4,9,4,6,6,No,No,No,No,No,No,No,61,2705,Yes,No,No,No,No,No,No,No,No,Yes,"? 1,282.00"
"? 45,906.00",No,Yes,20,? 305.00,? 3.00,? 27.00,? 4.00,? 3.00,? 144.00,2,5,4,4,5,Yes,No,No,No,No,No,No,56,2577,No,No,Yes,No,No,No,No,Yes,No,No,? 342.00
"? 77,632.00",No,No,73,"? 1,200.00",? 105.00,? 758.00,? 0.00,? 42.00,? 147.00,1,4,2,6,2,No,Yes,Yes,No,No,No,Yes,73,2635,No,No,No,Yes,No,No,No,No,Yes,No,"? 2,105.00"
"? 46,463.00",Yes,Yes,56,? 163.00,? 2.00,? 40.00,? 8.00,? 11.00,? 11.00,7,3,1,6,6,No,No,No,No,No,No,No,49,2474,No,Yes,No,No,No,No,No,No,No,Yes,? 224.00
"? 1,05,471.00",No,No,36,"? 1,009.00",? 181.00,? 104.00,? 202.00,? 21.00,? 207.00,0,9,8,13,3,No,No,Yes,Yes,No,No,Yes,50,2683,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,517.00"
"? 55,282.00",Yes,No,9,? 125.00,? 6.00,? 73.00,? 8.00,? 4.00,? 19.00,1,3,1,6,4,No,No,No,No,No,No,No,50,2357,Yes,No,No,No,No,No,No,No,Yes,No,? 216.00
"? 78,710.00",No,Yes,42,? 721.00,? 0.00,? 152.00,? 119.00,? 50.00,? 50.00,3,7,6,12,4,No,No,No,No,No,No,No,43,2196,No,Yes,No,No,No,No,No,No,Yes,No,"? 1,042.00"
"? 66,886.00",No,Yes,28,? 315.00,? 4.00,? 62.00,? 41.00,? 31.00,? 146.00,2,7,1,7,5,No,No,No,No,No,No,No,62,2445,No,No,No,Yes,No,No,No,Yes,No,No,? 453.00
"? 98,777.00",No,No,23,"? 1,000.00",? 19.00,? 711.00,? 125.00,? 115.00,? 38.00,0,4,6,9,1,No,Yes,No,No,No,No,No,60,2291,No,No,Yes,No,No,No,No,No,Yes,No,"? 1,970.00"
"? 29,103.00",Yes,No,38,? 16.00,? 0.00,? 17.00,? 6.00,? 3.00,? 6.00,2,1,0,3,9,No,No,No,No,No,No,No,35,2830,No,No,No,Yes,No,No,No,Yes,No,No,? 42.00
"? 67,445.00",No,Yes,63,? 757.00,? 80.00,? 217.00,? 29.00,? 80.00,? 11.00,5,9,6,12,6,No,No,No,No,No,No,No,46,2845,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,163.00"
"? 50,616.00",No,Yes,71,? 30.00,? 2.00,? 25.00,? 0.00,? 1.00,? 9.00,1,1,1,4,2,No,No,No,No,No,No,No,70,2236,No,No,No,Yes,No,No,No,No,No,Yes,? 58.00
"? 49,431.00",No,Yes,9,? 219.00,? 3.00,? 100.00,? 26.00,? 0.00,? 17.00,2,7,1,5,8,No,No,No,No,No,No,No,65,2854,Yes,No,No,No,No,No,No,Yes,No,No,? 348.00
"? 61,278.00",No,Yes,87,? 111.00,? 3.00,? 28.00,? 2.00,? 6.00,? 15.00,2,3,1,4,6,No,No,No,No,No,No,No,67,2335,No,No,No,Yes,No,No,No,Yes,No,No,? 150.00
"? 26,490.00",No,No,92,? 45.00,? 47.00,? 52.00,? 21.00,? 20.00,? 25.00,2,3,1,5,6,No,No,No,No,No,No,No,62,2804,No,No,No,Yes,No,Yes,No,No,No,No,? 185.00
"? 73,059.00",No,Yes,36,? 410.00,? 112.00,? 420.00,? 0.00,? 82.00,? 71.00,1,9,3,13,4,No,No,No,No,No,No,No,73,2461,No,No,No,Yes,No,No,No,No,No,Yes,"? 1,024.00"
"? 46,734.00",Yes,Yes,86,? 100.00,? 1.00,? 39.00,? 6.00,? 1.00,? 76.00,4,3,2,3,6,Yes,No,No,No,No,No,No,54,2410,No,No,Yes,No,No,No,No,No,No,Yes,? 147.00
"? 56,253.00",No,Yes,83,? 509.00,? 0.00,? 65.00,? 7.00,? 11.00,? 5.00,4,7,2,9,6,No,No,No,No,No,No,No,57,2728,No,No,No,Yes,No,No,No,Yes,No,No,? 592.00
"? 19,986.00",Yes,No,74,? 3.00,? 6.00,? 5.00,? 0.00,? 2.00,? 6.00,1,0,0,3,7,No,No,No,No,No,No,No,35,2386,No,Yes,No,No,No,No,No,Yes,No,No,? 16.00
"? 58,330.00",No,Yes,87,? 445.00,? 53.00,? 213.00,? 104.00,? 98.00,? 151.00,1,6,4,13,4,No,No,No,No,No,No,No,45,2345,No,No,No,No,Yes,No,No,Yes,No,No,? 913.00
"? 25,965.00",No,No,29,? 2.00,? 2.00,? 11.00,? 41.00,? 7.00,? 11.00,1,2,0,3,8,No,No,No,No,No,No,No,40,2819,No,Yes,No,No,No,No,Yes,No,No,No,? 63.00
"? 14,661.00",No,No,88,? 4.00,? 1.00,? 11.00,? 6.00,? 2.00,? 2.00,1,1,0,3,6,No,No,No,No,No,No,No,64,2703,No,No,No,Yes,No,No,No,No,Yes,No,? 24.00
"? 18,690.00",No,No,77,? 6.00,? 1.00,? 7.00,? 23.00,? 4.00,? 19.00,1,1,1,2,8,No,No,No,No,No,No,No,61,2707,No,Yes,No,No,No,No,No,Yes,No,No,? 41.00
